FoodCode,Desc,kcal_per_100g,guarded_score_per_100kcal,tags,consensus_score
71941110,"Sweet potatoes, white, Puerto Rican, fried",373.0,-4.309632578353351,uncategorized,0.39938034754579166
64134000,"Fruit smoothie drink, made with fruit or fruit juice only (no dairy products)",62.0,-4.895362694087095,uncategorized,0.3663815139920223
63401015,Apple and grape salad with yogurt and walnuts,117.0,-7.421309060233178,uncategorized,0.22407487572435103
56201800,"Cornstarch, hydrolyzed powder",381.0,,,
57103050,Amaranth Flakes,353.0,-10.670553015319124,uncategorized,0.0410191345744252
57111000,Bran Chex,342.0,-15.291426406269318,cereal_fortified,-0.21931139616837475
56207040,"Wheat, cream of, cooked, made with milk",87.0,-20.2926803155256,uncategorized,-0.5010717852597678
53720510,Snickers Marathon Energy bar,386.0,-22.34344195386136,uncategorized,-0.6166074904319756
53521300,"Doughnut, wheat, chocolate covered",399.0,-5.333038019278244,uncategorized,0.34172378371895595
53521250,"Doughnut, wheat",360.0,-4.516299058776733,uncategorized,0.38773718185319034
54412110,"Wheat sticks, 100% whole wheat",541.0,-4.4524911327742736,uncategorized,0.39133198955217424
54430010,Yogurt chips,522.0,-5.1323852698959325,uncategorized,0.35302814813716343
54222000,"Crispbread, rye, low sodium",366.0,-9.324905017163868,uncategorized,0.1168301832473491
54207010,"Crispbread, wheat, low sodium",366.0,-9.324905017163868,uncategorized,0.1168301832473491
54205030,"Cracker, cheese, low sodium",503.0,-6.4159854707049355,uncategorized,0.28071274512425837
57134090,"Corn flakes, low sodium",399.0,-3.784026512144223,uncategorized,0.4289919154467509
57321800,"Optimum Slim, Nature's Path",327.0,-19.2696870640569,uncategorized,-0.44343844334161
57321700,"Optimum, Nature's Path",345.0,-19.541329307054777,uncategorized,-0.4587422102507615
57319500,"Sun Country 100% Natural Granola, with Almonds",467.0,-7.860333285930181,uncategorized,0.199341151162998
57308300,Multi Bran Chex,342.0,-15.291426406269318,cereal_fortified,-0.21931139616837475
57307600,"Mini-Swirlz Cinnamon Bun Cereal, Kellogg's",406.0,-6.278343954681131,cereal_fortified,0.28846718587325115
57221650,"Fruit Harvest cereal, Kellogg's",355.0,-7.835174829535872,cereal_fortified,0.20075852700338065
57342010,"Smorz, Kellogg's",409.0,-4.897678247280702,uncategorized,0.36625106047363865
57403100,"Toasties, Post",360.0,-5.579056418134242,uncategorized,0.32786361164150674
57406105,Total Cranberry Crunch,328.0,-30.25940444952579,cereal_fortified,-1.0625765840393344
57604100,"Whole wheat, cracked",327.0,-10.381284323526565,uncategorized,0.05731593946181191
57603200,"Rice bran, uncooked",316.0,-50.69851954760772,cereal_fortified,-2.2140744138257284
57603100,Rice polishings,316.0,-50.69851954760772,uncategorized,-2.2140744138257284
83101500,Bacon dressing (hot),274.0,-3.615018990752231,uncategorized,0.43851345261538877
81330210,Adobo fresco,271.0,-4.009966329491941,uncategorized,0.416262929475991
81104070,"Margarine-like spread, reduced calorie, about 20% fat, tub, unsalted",175.0,-1.807932254104381,oil_fat_sauce,0.5403210135347483
91500200,"Gelatin powder, sweetened, dry",381.0,,,
91510100,"Gelatin powder, dietetic, sweetened with low calorie sweetener, dry",198.0,,,
91303750,Chocolate gravy,250.0,-6.06651226643873,uncategorized,0.3004013487819968
76601010,"Vegetable and bacon, baby food, strained",69.0,-6.597848183415557,uncategorized,0.2704669728390874
76607030,"Potatoes with cheese and ham, baby food, toddler",78.0,-16.320848199355876,uncategorized,-0.2773069089381634
76607020,"Vegetable and ham, baby food, junior",60.0,-7.620582565759003,uncategorized,0.21284821507657922
76607010,"Vegetable and ham, baby food, strained",59.0,-7.917365564923294,uncategorized,0.19612806952158657
76607000,"Vegetable and ham, baby food, NS as to strained or junior",60.0,-7.701343946457013,uncategorized,0.20829828450678475
76609010,"Vegetable and lamb, baby food, strained",52.0,-10.92425839348733,uncategorized,0.026725893846344894
75607130,"Mushroom soup, made from dry mix",33.0,,,
75649070,"Vegetable soup, made from dry mix, low sodium",33.0,,,
92611600,"Horchata beverage, NFS",83.0,-5.05279615871562,uncategorized,0.3575120354463238
92611510,"Horchata beverage, made with rice",51.0,-3.8421090190918306,uncategorized,0.42571966611610346
92610110,"Coconut beverage, Puerto Rican",72.0,-6.150578156854794,uncategorized,0.2956652489113012
92610010,"Horchata beverage, made with almonds or other nuts and seeds",103.0,-8.208370692405195,uncategorized,0.17973343740840045
92410330,"Soft drink, cola-type, with higher caffeine",41.0,-4.933180378007671,uncategorized,0.36425094323330204
92511010,Fruit flavored drink (formerly lemonade),64.0,-2.583028076241986,uncategorized,0.49665370441764717
92431000,"Carbonated juice drink, NS as to type of juice",34.0,-5.577074608218856,uncategorized,0.3279752627480084
92417010,"Soft drink, ale type",37.0,-7.053736467161866,uncategorized,0.24478316183064597
93401300,"Wine, cooking (assume cooked)",50.0,-4.600011326752171,uncategorized,0.38302100434562003
93301300,Gibson,225.0,-0.3315141806561402,uncategorized,0.6234993800772705
93301220,"Coquito, Puerto Rican (coconut, rum)",239.0,-7.0714109226533415,uncategorized,0.2437874192535615
93301180,Mixed Drinks (for recipe modifications),91.0,-0.1795191015384569,uncategorized,0.6320624711358775
95102010,"Carnation Instant Breakfast, nutritional drink, sugar free, ready-to-drink",45.0,-43.49551144335049,uncategorized,-1.8082717085626048
94220200,"Glaceau Water, low calorie",1.0,,,
93404600,"Sangria, Puerto Rican style",69.0,-2.324604460922951,uncategorized,0.5112127609510364
93404500,Sangria,75.0,-3.0556245528121453,uncategorized,0.470028588089284
92301160,"Tea, NS as to type, decaffeinated, presweetened with sugar",32.0,-2.798391427125927,tea_coffee,0.4845205748781176
92301130,"Tea, NS as to type, presweetened, NS as to sweetener",28.0,-2.801789902949415,sweetener;tea_coffee,0.48432911171953424
92301100,"Tea, NS as to type, decaffeinated, unsweetened",1.0,,,
92301080,"Tea, NS as to type, presweetened with low calorie sweetener",3.0,,,
92301060,"Tea, NS as to type, presweetened with sugar",32.0,-2.7978881818118153,tea_coffee,0.4845489266871009
92301000,"Tea, NS as to type, unsweetened",1.0,,,
92205000,Rice beverage,47.0,-21.433429760856047,uncategorized,-0.5653392696554749
92204000,"Mate, sweetened beverage made from dried green leaves",20.0,-3.0029979408663907,uncategorized,0.47299346348402327
92191520,"Coffee, decaffeinated, and chicory, dry instant powder",351.0,,,
92191500,"Coffee and chicory, dry instant powder",353.0,,,
92191250,"Coffee, dry, acid neutralized",353.0,-12.590587391369906,tea_coffee,-0.06715166472525823
92191000,"Coffee, dry instant powder, NS as to regular or decaffeinated",353.0,,,
92162005,"Cappuccino, decaffeinated, sweetened",50.0,-17.444939331170954,uncategorized,-0.3406358981119003
92301180,"Tea, NS as to type, decaffeinated, presweetened with low calorie sweetener",3.0,,,
92301190,"Tea, NS as to type, decaffeinated, presweetened, NS as to sweetener",17.0,-3.0907803121390938,sweetener;tea_coffee,0.46804798470331493
92302200,"Tea, leaf, presweetened with sugar",32.0,-2.798391427125927,tea_coffee,0.4845205748781176
92306610,"Tea, Russian",58.0,-5.676970501824035,tea_coffee,0.3223473329604938
92306200,Bean beverage,34.0,-27.75602344785321,uncategorized,-0.9215412321309252
92306050,"Tea, made from caraway seeds",1.0,,,
92306040,"Tea, herbal, presweetened, NS as to sweetener",20.0,-2.9358783483643904,sweetener;tea_coffee,0.4767748436823008
92306030,"Tea, herbal, presweetened with low calorie sweetener",3.0,,,
92306020,"Tea, herbal, presweetened with sugar",20.0,-2.9358783483643904,tea_coffee,0.4767748436823008
92305800,"Tea, made from powdered instant, decaffeinated, presweetened, NS as to sweetener",10.0,-4.664562528454574,sweetener;tea_coffee,0.37938432201794936
92305000,"Tea, made from powdered instant, presweetened, NS as to sweetener",30.0,-2.7493213188412184,sweetener;tea_coffee,0.4872850841499758
92304700,"Tea, made from frozen concentrate, decaffeinated, presweetened with low calorie sweetener",3.0,,,
92304000,"Tea, made from frozen concentrate, unsweetened",1.0,,,
92302800,"Tea, leaf, decaffeinated, presweetened, NS as to sweetener",16.0,-3.0550804010255095,sweetener;tea_coffee,0.47005924448504177
92302700,"Tea, leaf, decaffeinated, presweetened with low calorie sweetener",3.0,,,
92302600,"Tea, leaf, decaffeinated, presweetened with sugar",20.0,-3.0029979408663907,tea_coffee,0.47299346348402327
92302400,"Tea, leaf, presweetened, NS as to sweetener",32.0,-2.798391427125927,sweetener;tea_coffee,0.4845205748781176
92302300,"Tea, leaf, presweetened with low calorie sweetener",3.0,,,
92161005,"Cappuccino, sweetened",49.0,-17.18989390313409,uncategorized,-0.32626716172228293
92153100,"Coffee, decaffeinated, with cereal",3.0,-17.468950714080126,cereal_fortified,-0.34198865018445346
92101670,"Coffee, Mexican, decaffeinated, sweetened (no milk; not cafe con leche)",27.0,-4.119126342129883,tea_coffee,0.41011307822025633
92101660,"Coffee, Mexican, decaffeinated, unsweetened (no milk; not cafe con leche)",0.0,0.0,uncategorized,0.6421762091736918
92101650,"Coffee, Mexican, regular, sweetened (no milk; not cafe con leche)",28.0,-4.5631626976118875,tea_coffee,0.3850969805452757
92101640,"Coffee, Mexican, regular, unsweetened (no milk; not cafe con leche)",1.0,-38.362085403718005,uncategorized,-1.519065012693443
92153000,"Coffee, regular, with cereal",3.0,-17.424125497322443,cereal_fortified,-0.3394632893961569
92151100,"Coffee, decaffeinated, and chicory, made from powdered instant",3.0,-17.468950714080126,uncategorized,-0.34198865018445346
92151000,"Coffee and chicory, made from powdered instant",3.0,-17.424125497322443,uncategorized,-0.3394632893961569
92150000,"Coffee and chicory, NS as to ground or instant",3.0,-17.424125497322443,uncategorized,-0.3394632893961569
92106000,"Coffee, acid neutralized, from powdered instant",3.0,-17.424125497322443,uncategorized,-0.3394632893961569
92105010,"Coffee, made from liquid concentrate",2.0,-19.592993712230765,uncategorized,-0.4616528768893058
92105000,"Coffee, liquid concentrate",14.0,-13.50877554950955,tea_coffee,-0.11888050261083706
74304000,Tomato juice with clam or beef juice,14.0,-17.303366734352423,uncategorized,-0.3326599883324666
74406050,"Barbecue sauce, reduced sodium",172.0,-4.241286368861269,uncategorized,0.403230832829846
73112000,"Carrot chips, dried",341.0,-15.91111531623528,uncategorized,-0.25422339854931275
73407030,"Sweet potato, canned in syrup, with fat added in cooking",98.0,-5.674232207287828,uncategorized,0.3225016028591967
73407020,"Sweet potato, canned in syrup",89.0,-6.144078647364358,uncategorized,0.29603141794733817
73407010,"Sweet potato, canned without syrup",91.0,-8.41110529330927,uncategorized,0.16831178574474498
73405110,"Sweet potato, boiled with peel, peel not eaten, fat not added in cooking",76.0,-7.916636875277513,uncategorized,0.19616912240189366
73405100,"Sweet potato, boiled with peel, peel not eaten, NS as to fat added in cooking",90.0,-6.760146761314644,uncategorized,0.2613234037886957
73405120,"Sweet potato, boiled with peel, peel not eaten, fat added in cooking",90.0,-6.760146761314644,uncategorized,0.2613234037886957
73111270,"Peas and carrots, canned, low sodium, fat not added in cooking",38.0,-17.791732010280338,uncategorized,-0.3601734864793018
75200600,"Algae, dried",294.0,-10.741797623432314,seaweed_algae,0.03700535945585271
73111260,"Peas and carrots, canned, low sodium, fat added in cooking",47.0,-14.407561713618025,uncategorized,-0.16951627194069754
73111250,"Peas and carrots, canned, low sodium, NS as to fat added in cooking",47.0,-14.407561713618025,uncategorized,-0.16951627194069754
72128520,"Turnip greens, canned, low sodium, cooked, fat added in cooking",36.0,-57.858805805820126,leafy_green,-2.6174702578931006
72128510,"Turnip greens, canned, low sodium, cooked, fat not added in cooking",19.0,-111.50450794979258,leafy_green,-5.639759104534438
72128500,"Turnip greens, canned, low sodium, cooked, NS as to fat added in cooking",36.0,-57.858805805820126,leafy_green,-2.6174702578931006
75230100,"Sauerkraut, canned, low sodium",22.0,-19.624631798980495,uncategorized,-0.4634353018160252
75221210,"Parsley, cooked (assume fat not added in cooking)",36.0,-258.04515554862064,leafy_green,-13.895558676864187
75221100,"Onion, dehydrated",349.0,-12.740541965488797,uncategorized,-0.07559979791673134
75316010,"Zucchini with tomato sauce, cooked, fat not added in cooking",19.0,-22.418682448993664,uncategorized,-0.6208463856307719
75302050,"Beans, string, green, and potatoes, cooked, fat not added in cooking",59.0,-10.408474273346965,uncategorized,0.055784113447821235
75302020,"Beans, string, green, with onions, cooked, fat not added in cooking",31.0,-17.750928612282223,uncategorized,-0.3578747067123075
75204120,"Beans, lima, immature, canned, low sodium, fat added in cooking",80.0,-11.587773429981596,uncategorized,-0.010655182628217678
75204110,"Beans, lima, immature, canned, low sodium, fat not added in cooking",71.0,-13.03728960900531,uncategorized,-0.09231795160703261
75204100,"Beans, lima, immature, canned, low sodium, NS as to fat added in cooking",80.0,-11.587773429981596,uncategorized,-0.010655182628217678
25230810,Veal loaf,308.0,-4.04712987265578,uncategorized,0.4141692116660478
25221880,"Turkey or chicken, pork, and beef sausage, reduced fat",241.0,-5.9871847906572055,uncategorized,0.30487049608932965
24204000,"Turkey, rolled roast, light or dark meat, cooked",155.0,-15.075757715850925,uncategorized,-0.20716106442563909
11830550,"Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate",329.0,,,
11830500,"Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, chocolate",329.0,,,
11830450,"Milk beverage with sugar, dry milk, and egg white powder, dry mix, not reconstituted",382.0,,,
11830250,"Milk, malted, dry mix, unfortified, not reconstituted, chocolate",411.0,,,
11830210,"Milk, malted, dry mix, fortified, not reconstituted, flavors other than chocolate",383.0,,,
11830200,"Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate",428.0,,,
11830140,"Chocolate, instant, dry mix, fortified with vitamins and minerals, not reconstituted, Puerto Rican style",389.0,,,
11830120,"Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted",359.0,,,
11830110,"Cocoa powder with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted",377.0,,,
11830170,"Cocoa (or chocolate) flavored beverage powder with low-calorie sweetener, dry mix, not reconstituted",377.0,,,
11516000,"Cocoa, whey, and low-calorie sweetener mixture, lowfat milk added",60.0,,,
11515100,"Cocoa and sugar mixture fortified with vitamins and minerals, milk added, NS as to type of milk, Puerto Rican style",87.0,-18.9757299981045,uncategorized,-0.42687750506858624
11514500,"Cocoa, whey, and low calorie sweetener, mixture, fortified, water added",22.0,,,
11514300,"Cocoa with nonfat dry milk and low calorie sweetener, mixture, water added",29.0,-28.82894039753601,sweetener,-0.9819871728270918
11512510,"Hot chocolate, Puerto Rican style, made with low fat milk",92.0,-18.5417877806086,uncategorized,-0.40243009042752304
11512500,"Hot chocolate, Puerto Rican style, made with whole milk",116.0,-14.757083013307502,uncategorized,-0.18920758519595304
11512000,"Cocoa, hot chocolate, not from dry mix, made with whole milk",86.0,,,
11114321,"Milk, cow's, fluid, lactose reduced, nonfat, fortified with calcium",35.0,-47.1620712996468,uncategorized,-2.014838171789935
11114310,"Milk, cow's, fluid, lactose reduced, 1% fat, fortified with calcium",42.0,-31.377132950978343,uncategorized,-1.1255471156664005
11518050,"Milk beverage with nonfat dry milk and low calorie sweetener, water added, flavors other than chocolate",38.0,-15.958924922751123,sweetener,-0.25691689373644544
11519000,"Milk beverage, made with whole milk, flavors other than chocolate",88.0,-13.222739112590585,uncategorized,-0.10276579633458875
11553000,"Fruit smoothie drink, made with fruit or fruit juice and dairy products",99.0,-8.20702150789151,uncategorized,0.1798094476971059
11552200,Orange Julius,81.0,-25.0582369801138,uncategorized,-0.769553474934893
11542000,"Carry-out milk shake, NS as to flavor",138.0,-10.813157059648576,uncategorized,0.03298511515743307
11541510,"Milk shake, made with skim milk, flavors other than chocolate",99.0,-14.67906774803756,uncategorized,-0.1848123651378705
11541500,"Milk shake, made with skim milk, chocolate",98.0,-14.7448334793703,uncategorized,-0.1885174715742578
11560020,"Flavored milk drink, whey- and milk-based, flavors other than chocolate",49.0,,,
11541000,"Milk shake, NS as to flavor or type",136.0,-10.395845674523516,uncategorized,0.05649558280785283
11527000,"Milk, malted, fortified, NS as to flavor, made with milk",76.0,-22.78660238979193,uncategorized,-0.6415742405956915
11522000,"Milk, malted, unfortified, natural flavor, made with milk",80.0,-19.537924083274408,uncategorized,-0.45855036692612555
11521000,"Milk, malted, unfortified, chocolate, made with milk",78.0,-17.63139338478747,uncategorized,-0.3511403371281687
11520000,"Milk, malted, unfortified, NS as to flavor, made with milk",78.0,-17.63139338478747,uncategorized,-0.3511403371281687
11541100,"Milk shake, homemade or fountain-type, NS as to flavor",133.0,-9.884184830644012,uncategorized,0.08532150548046473
11561000,Cafe con leche,31.0,-19.869429845883015,uncategorized,-0.4772267217670119
11561010,Cafe con leche prepared with sugar,55.0,-11.637456128546338,uncategorized,-0.01345420398020378
21601500,"Beef, bacon, formed, lean meat added, cooked",449.0,-5.2295231074745745,uncategorized,0.3475556015701916
22311220,"Ham, smoked or cured, low sodium, cooked, lean only eaten",145.0,-12.970318803334507,uncategorized,-0.08854495375370519
22311210,"Ham, smoked or cured, low sodium, cooked, lean and fat eaten",172.0,-14.470147695648032,uncategorized,-0.17304223782213474
22311200,"Ham, smoked or cured, low sodium, cooked, NS as to fat eaten",165.0,-14.17231521841723,uncategorized,-0.15626296682505725
22605010,"Pork bacon, formed, lean meat added, cooked",459.0,-5.637977131279735,uncategorized,0.32454413949259414
50030000,"Biscuit mix, dry",428.0,,,
50020000,"Flour, whole wheat",340.0,-12.11797697511919,uncategorized,-0.0405257630638788
50010000,"Flour, white",364.0,-5.3623376687867985,uncategorized,0.3400731015509315
44202000,Carob syrup,219.0,-4.975523225414293,uncategorized,0.3618654340436073
44101000,Carob powder or flour,222.0,,,
51000260,"Roll, made from home recipe or purchased at a bakery, toasted, NS as to major flour",340.0,-6.0427496047286535,uncategorized,0.30174008841224964
51000250,"Roll, made from home recipe or purchased at a bakery, NS as to major flour",316.0,-6.072441252502333,uncategorized,0.30006732186584556
51000230,"Roll, NS as to major flour, toasted",305.0,-8.023256324170497,uncategorized,0.19016240129757278
41813000,"Vegetarian bouillon, dry",325.0,-7.835598188446756,uncategorized,0.20073467583053076
51186120,"Muffin, English, with raisins, toasted",276.0,-7.879169841051779,uncategorized,0.19827993827588974
51186020,"Muffin, English, toasted",270.0,-8.742189764083099,uncategorized,0.14965916562187975
51180090,"Bagel, with fruit other than raisins, toasted",288.0,-5.934927495661803,uncategorized,0.3078145649244506
51180040,"Bagel, with raisins, toasted",294.0,-5.216983846826407,uncategorized,0.3482620378006352
51180020,"Bagel, toasted",288.0,-6.621799724543355,uncategorized,0.26911759212977837
51186140,"Muffin, English, cheese, toasted",271.0,-9.550622298362052,uncategorized,0.10411373450689529
51186180,"Muffin, English, with fruit other than raisins, toasted",279.0,-8.738649071306323,uncategorized,0.14985864099196464
51220040,"Roll, whole wheat, 100%, made from home recipe or purchased at bakery, toasted",310.0,-11.599268825192622,uncategorized,-0.011302809620605243
51220030,"Roll, whole wheat, 100%, made from home recipe or purchased at bakery",285.0,-11.600797441336974,uncategorized,-0.011388928719419012
51220010,"Roll, whole wheat, 100%, toasted",292.0,-11.191577782755049,uncategorized,0.011665667651401191
51220000,"Roll, whole wheat, 100%",266.0,-11.191147072507752,uncategorized,0.011689932983469112
51208110,"Bagel, whole wheat, 100%, with raisins, toasted",274.0,-7.5380569590739075,uncategorized,0.21749753852055803
51208100,"Bagel, whole wheat, 100%, with raisins",255.0,-7.555145442975963,uncategorized,0.2165348083811596
51208010,"Bagel, whole wheat, 100%, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51208000,"Bagel, whole wheat, 100%",250.0,-7.715031144456755,uncategorized,0.2075271758400481
51207020,"Bread, sprouted wheat, toasted",313.0,-9.640311580383637,uncategorized,0.09906082428512906
51207010,"Bread, sprouted wheat",270.0,-9.369204392879606,uncategorized,0.11433444726500457
51202060,"Muffin, English, whole wheat, 100%, with raisins, toasted",228.0,-17.70555710789975,uncategorized,-0.3553185691995115
51202020,"Muffin, English, whole wheat, 100%, toasted",221.0,-19.252606572381303,uncategorized,-0.4424761634678605
51202000,"Muffin, English, whole wheat, 100%",203.0,-19.288703073929444,uncategorized,-0.44450976634137557
51201160,"Bread, pita, whole wheat, 100%, toasted",292.0,-8.679579533514703,uncategorized,0.1531864976162428
51201150,"Bread, pita, whole wheat, 100%",266.0,-8.672192576500025,uncategorized,0.15360266362589187
51201070,"Bread, whole wheat, 100%, made from home recipe or purchased at bakery, toasted",272.0,-11.632356099802898,uncategorized,-0.013166878819513693
51201060,"Bread, whole wheat, 100%, made from home recipe or purchased at bakery",248.0,-11.610020817243829,uncategorized,-0.011908554803477992
51201020,"Bread, whole wheat, 100%, toasted",306.0,-12.59070836330765,uncategorized,-0.06715848003615149
51201010,"Bread, whole wheat, 100%",252.0,-12.142914207909111,uncategorized,-0.04193067562005732
51202050,"Muffin, English, whole wheat, 100%, with raisins",212.0,-17.61305822392418,uncategorized,-0.3501073717653561
51157010,"Roll, hoagie, submarine, toasted",305.0,-8.023256324170497,uncategorized,0.19016240129757278
51155010,"Roll, French or Vienna, toasted",318.0,-6.489389155959656,uncategorized,0.27657733202718815
51154560,"Roll, egg bread, toasted",320.0,-5.740341751754152,uncategorized,0.3187771266959266
51153010,"Roll, white, hard, toasted",322.0,-6.451747500728151,uncategorized,0.2786979856905512
51152100,"Roll, white, soft, reduced calorie and/or high fiber, toasted",215.0,-7.958607767185539,uncategorized,0.19380456842221447
51152000,"Roll, white, soft, reduced calorie and/or high fiber",196.0,-7.953990883142474,uncategorized,0.19406467420127843
51151060,"Roll, white, soft, made from home recipe or purchased at a bakery",316.0,-6.072441252502333,uncategorized,0.30006732186584556
51150100,"Roll, white, soft, toasted",305.0,-8.023256324170497,uncategorized,0.19016240129757278
41109000,"Mungo beans, cooked, fat not added in cooking",104.0,-17.476849075032145,uncategorized,-0.34243362764318763
41811850,"Scallops, meatless, breaded, fried (made with meat substitute)",302.0,-16.107000344498548,uncategorized,-0.2652591593369198
41811200,"Fish stick, meatless",290.0,-16.093841218109787,uncategorized,-0.2645178011418204
41221010,"Baked beans, low sodium",105.0,-12.663165923195756,uncategorized,-0.07124059037030198
53371100,"Pie, chiffon, with liqueur",344.0,-3.4307380987714504,uncategorized,0.4488954601616394
51503050,"Muffin, English, oat bran with raisins, toasted",263.0,-7.182775431985633,cereal_fortified,0.23751337117486582
51503010,"Muffin, English, oat bran, toasted",259.0,-7.306915038700669,cereal_fortified,0.23051960030773494
51502110,"Roll, oat bran, toasted",248.0,-8.021962562167076,cereal_fortified,0.19023528919570587
51502100,"Roll, oat bran",236.0,-8.057562649488315,cereal_fortified,0.1882296532817294
51502020,"Roll, oatmeal, toasted",309.0,-6.6418147969507535,uncategorized,0.26798998399559354
51501090,"Bagel, oat bran, toasted",268.0,-6.550550600140772,cereal_fortified,0.27313162168683364
51421100,"Roll, pumpernickel, toasted",304.0,-8.641697631370537,uncategorized,0.15532068629798673
51404560,"Muffin, English, pumpernickel, toasted",302.0,-9.522370318312342,uncategorized,0.10570539312608192
51404510,"Bagel, pumpernickel, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51630210,"Muffin, English, multigrain, toasted",255.0,-10.977954001306625,uncategorized,0.023700793416298313
51630110,"Bagel, multigrain, with raisins, toasted",274.0,-7.5380569590739075,uncategorized,0.21749753852055803
51630010,"Bagel, multigrain, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51620010,"Roll, multigrain, toasted",289.0,-7.716142547791521,uncategorized,0.20746456165534097
51401210,"Muffin, English, rye, toasted",284.0,-7.669519866809559,uncategorized,0.2100911878919431
51301810,"Bagel, wheat, with raisins, toasted",274.0,-7.5519168507917565,uncategorized,0.21671670064388912
51301760,"Bagel, whole wheat, NS as to 100%, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51301710,"Bagel, wheat, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51301830,"Bagel, wheat, with fruit and nuts, toasted",269.0,-7.725778812740314,uncategorized,0.2069216742493777
51301910,"Bagel, wheat bran, toasted",269.0,-7.725778812740314,cereal_fortified,0.2069216742493777
51320540,"Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toasted",322.0,-8.987649616002969,uncategorized,0.13583046093339035
51320530,"Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery",293.0,-8.966772183858888,uncategorized,0.13700665264668413
51320510,"Roll, whole wheat, NS as to 100%, toasted",300.0,-7.926294011520735,uncategorized,0.19562505915000342
51320050,"Roll, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted",322.0,-8.987649616002969,uncategorized,0.13583046093339035
51320040,"Roll, wheat or cracked wheat, made from home recipe or purchased at bakery",293.0,-8.966772183858888,uncategorized,0.13700665264668413
51320020,"Roll, wheat or cracked wheat, toasted",300.0,-7.897006178252356,uncategorized,0.19727507561528812
51303080,"Muffin, English, whole wheat, NS as to 100%, with raisins, toasted",248.0,-9.5484580081161,uncategorized,0.10423566618100558
51303060,"Muffin, English, wheat or cracked wheat, with raisins, toasted",248.0,-9.5484580081161,uncategorized,0.10423566618100558
51303040,"Muffin, English, whole wheat, NS as to 100%, toasted",243.0,-9.932339947574762,uncategorized,0.0826085449451002
51303020,"Muffin, English, wheat or cracked wheat, toasted",243.0,-9.932339947574762,uncategorized,0.0826085449451002
51302530,"Muffin, English, wheat bran, with raisins, toasted",249.0,-9.505443083056669,cereal_fortified,0.1066590388474185
51302510,"Muffin, English, wheat bran, toasted",221.0,-19.252606572381303,cereal_fortified,-0.4424761634678605
